Dokuman_Numarasi,Tweet_Metni,Gercek_Duygu_Sinifi,Gercek_Urunhiz_Sinifi
D6014,geçen hafta övdüm 20 dakikada sipariş getirdiniz bugündonmuşyemek sıcak içecekleri 1 dakika 45 dakikada teslim edildi şimdi almaya gelen kurye yeni paketi dakikate getirir,0,1
D6015,ev arkadaşım dün gece verdiği sipariş eve ulaşmamamamamamamayınca bugünliraiadesi kfc'nin muhasebe müdürünü arayıp şikayet etmiş çocuk eve yemek söyleyince getirin dahakine cumhurbaşkanını makamında ziyaret eder,0,0
D6016,pu abv kayseri yemek sepetinde sipariş verebilecek yer yok komisyon vermemek cimriliğiniz mi tuttu yine,0,0
D6017,karantinada dışardan sipariş veremediğim süre düzenli yemek yaptım yedim mümkünmüş düşünüyordum meğer iş yoğunluğuyla ilgiliymiş kahvaltıda hoşbeş gofret akşam yemeğinde cips yiyorum,0,2
D6018,yemek sepetinde nargile satılmıyor olsa gerçekten sipariş edeceğim lütfen yardımcı olun,0,1
D6019,duygusalım aralar yemek sepetinde restoranın yorumları okurken gözlerim doluyo çok nazik tatlı cevaplar vermiş müşterilere sipariş verip ağlamalıyım,1,0
D6027,yemek sektorunde calisan covid-19 sikinti yasayan calisanlara minik olsa destek olabilmek amaciyla pizza siparis ettim saka saka gereken destegi devlet atti 10 gundur yaptigim yemegi yemekten icim kiyilmisti ondan,0,2
D6028,meyveleri sebzeleri bol suyla yıkayın osman müftüoğlu ekmeğide fırından sıcak çıkınca alın evde yapın dışarıdan etmeyin elle temas etmediklerini yanlışlıkla olsa hazırlarken hapşırıp öksürmediklerini bilemezsiniz,0,0
D6029,ınstagramda hamile fenomenden çocuk battaniyesi ördüğünü gördüm bende başladım betiden etamin gördüm sipariş ettim   yemek yapmayı sökersem off deymeyin bana,2,2
D6030,kendine saygısı olmayan insanlar gibi canımın kıymeti olmadığı dakikate ettim bekliyorum curiouscat me serafikus,0,2
D6031,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,1,2
D6032,konumlede siparişkonummarket manav kullanıyoruz migros disinda idefix gecikmeli olarak getiriyor hayati şeyler dışında alışveriş yapmamaya çalışıyoruz dışardan yemek siparişini kestik ambalajları atıp yemeği ısıtinca sorun olmamali hoşgeldin,0,2
D6033,çok edesimvar bıktım peynir ekmek yemekten,1,1
D6034,tabi ketçap mayonezde olsun ediyor,0,2
D6035,ünite sorumlusu aradı herhalde üniteyi kapatıyoruz gelme diyecek diyo yemek sepeti hesabın açık kalmış sipariş verdik arayabilirler haberin olsun djdakikadj,2,0
D6036,konumlede 10 dakikatir elektrik yok  yemek yapamıyorum sipariş veremiyorum bilgisayar internet yok tabi çıkmayın virüs diyorlar  napayım şimdi bedaş naptın aq karantinaya girdin allahını seviyorsan defansa gel,0,2
D6037,yemek sepetinden sipariş verdim getirilme ihtimali %2 gece aç uyucaz belli oldu,0,0
D6038,hala disardan yemek siparis edenler varmis marketten aldigim paketleri seyleri yerken korkuyorum aq,0,1
D6039,ibb alo 153 yemek sepeti siparişlerini alıyor platforpostaetmyor dağıtımı ibb 1 platform ibb alo,2,0
D6040,virüsten babam pizza sipariş etmemi yasakladı kardeşim gecer dondurulmuş pizza yemek istemiyorum,0,1
D6041,nası etme lüksümüz karantina enayi gibi gün yemek yaptım,1,2
D6042,yemek sipariş ediyorum,2,2
D6043,hala dışardan eden insanlar görüyor elf gözlerim,0,2
D6044,günlerde hayatta dışardan etmem normal günlerde etmiyorum korono morono belasıyla durmadan çalışan birinin tepesi mepesi atar tükürür hiiiiiç alınmaz risk,0,0
D6045,para kazanmak zamandan beri ayıp oldu dalga geçilir oldu yemek sepeti kınıyorum yarın birgün edilmez ceket satmak zorunda kalırsan seninle alay etsinler,0,2
D6046,bunlar dar mutfak değil yemek yapmıyorum gün yemeksepetinden sipariş veriyorum mutfağı gibi ,2,2
D6047,üffff acılı dün akşam lahmacun çok canı çekti ev ahalisine yiyen sipariş vermeyeyeyim karantinaya aldılar neymiş dönemde dışardan yemek söylenirmiymiş,0,2
D6048,kurye yemek siparişimle geldi kez burdan sipariş veriyorsunuz evet çok beğeneceksin çok çıktı gitti beklentiye soktu iyice yedim yemeği hoşuma gitmedi moralim bozuldu hayat mk hayatta beklentin olmayacak,0,1
D6049,yemek sepetinden temassız teslimat şeklinde sipariş verdim kapıya asıp gidiyolar paranoyak gibi sürekli kapıyı açıp,0,0
D6050,ülkenin özeti lokantaya gittiniz garsona ettiniz garsonliraistedi verdiniz aşçı geldiliraistedi,0,2
D6051,en çok yakın arkadaşlarım okula edip yemek yemeyi özledim benn,1,2
D6052,dünyada cinli olmadigi yermi adamalarin cogu gastronomi ugrasiyor ülkelerinden agiz tadina uygun yemisler siparis veriyorlar özel yemek türüymüs gibi gidenler bugün susi yedim yedim hava atiyor yedinizmi simdi ananizin örekesini,0,1
D6053,amk restoranları ettiğimiz zaman poşeti or*spuçocuğu gibi bağlamayın virüs korkusundan dokunam,0,0
D6054,amk restoranları ettiğimiz zaman poşeti or*spuçocuğu gibi bağlamayın virüs korkusundan dokunam,0,0
D6055,amk restoranları ettiğimiz zaman şu poşeti or*spuçocuğu gibi bağlamayın virüs korkusundan dokunamıyoruz hiçbir poşeti alttan yakarak eritmek zorunda kaldım aq az yemeksepeti nevzataydın geziparkı bilalhanci munzursu üsküdarpasif,0,0
D6056,yemek sepetindeki restoranlar yoğunluk yaşadığı halde sipariş süresini 30dakika olarak verir anlamıyorum  iptal talebiniiletmnce holda bilgisi giriyolar sie aq cok sinirliyim eve getiriyolar yemegi mallar,0,0
D6057,soru  yoongi son sipariş ettiği yiyecek neydi yoongi son helal yemek halal food sipariş etmiş jskfjdakikafkdlf…,1,2
D6058,izolasyona girdiğimden beri dışarıdan edemiyorum  abartıyor muyum sizc güvenli şu dönemde hastası olduğum mekandan cheesebuger istemek,2,2
D6059,böyle yaz gelsin evde olmasin kfc kendime yemek siparis edeyim o yemek gelsin yutibir izliyim yiyeyim hayalimiz ah,1,2
D6060,jimin vlive yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6061,restoranlara telefon numaralarımızı posta konumlerimizi satıyor verdiğim yer hakla telefon listesine ekliyor kerelik değil listeye ekleniyoruz sürekli telefon alıyoruz  bahis sitesi misiniz siz,0,0
D6062,yemek sepetinde sipariş verdiysen yorum döşerim inan 1krş kazanmaları yapabilirim şuan ayıp ulan o 1 kilo patates alır gönderirim kargo telefon yazarım güzelce terbiyesizler,0,2
D6063,sanırım karantinanın kötü yanı dışardan edememem çok üzüyo,1,2
D6064,yalnızca yemek sepetinden sipariş alıyorum üzgünüm şgrşgörpgçcdğ,2,2
D6065,kızdan zerre farkım yok şu an şantiyede vermek yasak çıkmak yasak  dışarıdan birinin gelmesi yasak f tipi ceza evinde survivorda işe mi geliyorum belli değil,0,2
D6066,bunlar çabuk benlik atına biniyorlar sanırsın arabaya böýle günde millet ameliyatları erteliyor,0,2
D6067,anneme esnafi desteklememiz lazim gun yemek yapmayin siparis verelim 4 gunluk yemek yaptim bitsin verelim tabi geleneksel aliskanliklardan dolayi planimizi bikac gun erteliyoruz,1,2
D6068,itibariyle sipariş verdiğim markette yulaf ezmesi kalmamış hafta sonu siparişlerimi beklemiştim bıraksaydınız bari haklısınız hepimiz çalışan yemek yapmaya üşenen insanlarız neticede stayathome,0,2
D6069,yemin ederim ettiğimde oluyorum,2,2
D6070, turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,2,2
D6071,yapılacak yemek varken dışardan sipariş veriyorum,0,2
D6072,güyalirabiriktirecektim gittim ettim,2,2
D6073,bir ahlaksızlık örneğinin unsurları virüs karantinaya aldırmak karantina yerinden adımını atmamak internetten konforcu hokkabaz can kuryenin canı can değil siktir git al göt lalesi,0,0
D6074,dışarıdan veriyor,2,2
D6075,tv sipariş verip dışarıdan gelen yemek süreçte gönül rahatlığıyla yeniliyor siparişi kapıya getiren kişiden korkuluyor gerçekten çook ilginç toplumuz,0,0
D6077,yemek sepetinde geziniyorum yarın sipariş etmem gerektiğini düşünüyorum,2,2
D6078,devlet tasarruf edecek  millet uyacak  yerden yemek yiyorum  adam tv bakarak nerdeyse küfür edecek  zar zor vergi veriyoruz adamlar 10 yeni audi 1er milyondan sipariş vermişler diye! dünya tarihinde devlet olmamıştır,0,2
D6079,ülkenin özeti lokantaya gittiniz garsona ettiniz garsonliraistedi verdiniz aşçı geldiliraistedi verdiniz bulaşıkçı geldi komi geldiliraverdiniz yemeği beklerken lokanta sahibi hesabı getiripliraistedi yaparsınız zırnıkyok,0,2
D6080,acıktım yemek sepetinden sipariş versem koronalı gelirse,0,0
D6081,yemek sipariş ettik bekliyoruz şanslı kurye olacak,2,0
D6082,hayir uzuleyim azindan yemekte yapabiliyorum siparis vermeden kuzum hic beceremiyormusun evde kaldin zaman hemde yemek yapamıyorsan sukretki azicik güzelsin eger evlenmezsse yaz,2,2
D6083,allah aşkına yarım dakika olsa şu starbucks açılsın yemek sepetinden sipariş verelim ayağımıza gelsin nolur,1,1
D6084,şurada ay öncesine dışarıdan rahatça ediyordum korona yapamıyorum  vallahi virüs geçsin gibi milyonlarca kişi takıntı kalacak,0,2
D6085,karantina yaşadığım yer payas arkadaşlar yemek sepetinden su sipariş edilen yer söyleyeceklerim    ,0,0
D6086,burada express uygulamanız tam rezillik  dolapta 3 günlük yemek burdan sipariş vermeyin aç kalır,0,1
D6087,burada express uygulamanız tam rezillik  dolapta 3 günlük yemek burdan sipariş vermeyin aç kalır,0,1
D6088,yooo verdiğinde gelmeyince aramıyorsan zengin gönüllülüğün diyelim,2,2
D6089,yemin ederim ettiğimde oluyorum,2,2
D6090,dilemma evde kal internetten kitap al eşya al getir yemek sepeti diğerlerini kullan bakkala telefonla,2,2
D6091,kadar işsiz fakir insan varken okadar işletme kapalı türkiye 3 adet portalı iş ken vatandaştanliratoplama amaçlarını algım almıyor  ciddi marka sanatcı şirketler 3 er 5 er milyon verdi gidiyor paralar,0,0
D6092,az evde şöyle anons geçtim bağırak halkımız yarına yemek yok halkımız mutfak kapandı üretim durdu pamuk eller cebe fedakarlık gösterecek halkımız dışardan sipariş veremiyoruz imf şahsım kuru fasulye ıslattı,0,2
D6094,jimin vlive yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6095,ibb alo 153 yemek sepeti siparişlerini alıyor platforpostaetmyor dağıtımı ibb platform ibb alo,2,0
D6096,kurrenk vaka10827 istanbul bilim kurulu oluşturdu yemek sepeti isimli firmayla anlaştı istanbul bilim kurulu,2,2
D6097,dışardan ediyoruz içeriye almıyorlar,0,2
D6098,canım aşşırı ciğer kavurma çekti ablam izin vermiyo dışardan etmeme,1,2
D6099,dışarıdan etsem şey olur,2,2
D6100,vaka10827 istanbul bilim kurulu oluşturdu yemek sepeti isimli firmayla anlaştı istanbul bilim kurulu iş yapacağını bilmiyoruz yemek sepeti ücreti mukabili evinden çıkamayan istanbullulara yemek satacak imamoğlu toplayacak,0,0
D6101,bakanım göre acilen uygulama gelmesi yaşlısı genci uygulama sayesinde istiyorsa sipariş ederek gelmesi gerek çin yaptılar adamlar oturdukları yerden ihtiyaçları varsa uygulamalar sayesinde aldılar acilen yemek uygulaması gelsin,2,0
D6102,ambalajlı ürün dışında ürünlerin alışverişi acilen durdurulmali  kardeşim hicbisey yokmus gibi restoranlan kuru fasulye sipariş edelim kafayi yemek üzereyim,0,2
D6103,röportajlara katılan kişiler alışveriş marketleri online servislerini kullandıklarını belirttiler belçika süpermarkete tek seferde 30 kişi aileden 1 kişi girebilirken irlanda malta'da kısıtlamalar yaşanıyor,2,2
D6104,yemek sepeti arabaya sipariş getirmiyo aq gel arabada iğne yap me kardeşim sinirlenmeyelim,0,2
D6105,ibb alo 153 yemek sepeti siparişlerini alıyor platforpostaetmyor dağıtımı ibb platform ibb alo,2,2
D6106,oha yemek siparis ediliyo ordan,2,2
D6107,abim 1 ay karantinada kalacakmış yüzden ailem yengeme bakmak gidecek bende yemek yapma yeteneği sıfır dışardan sipariş verilmez mecbur tinder indirip 2 kmkonumta çorba yapabilecek birisini arıcam,0,2
D6108,yemin ederim ettiğimde oluyorum,2,2
D6109,yemek sipariş istiyorum bütçe 1lira,2,2
D6110,yemek sepetinden sipariş veren kızlar  hamur yoğuran kızlar çok üzüldü beyleer,0,2
D6111,korkmuyor arkadaş dışardan vermiyorum korkumdan,0,2
D6112,yemin ederim ettiğimde oluyorum,2,2
D6113,arabaya doktor çağırıyor nefret ettirdin kendinden utanmadan haklıymış gibi anlatıyor mügeanlıözürdile,0,2
D6114,5 65 yaş 2 5lira sipariş bedelini ödemiyor yemek bedelinin tamamını ödüyor 65 yaş,2,2
D6115,ibb alo 153 yemek sepeti siparişlerini alıyor platforpostaetmyor dağıtımı ibb platform ibb alo,2,0
D6116,yemin ederim ettiğimde oluyorum,2,2
D6117,yemin ederim ettiğimde oluyorum,2,2
D6118,onları yazan olmama kurgusal karakterlerim aklı başında arzu ettiklerini bilen kişiler mesela rolan adam yemek yiyeceğinde sipariş vereceğinde kaliteli olup olmadığına mutlaka araştırır,1,2
D6119,gelin kartlarınızı yenileyin iptal edeceğiz diyen ekrem değil sipariş verin getireceğiz deyip yemek sepetine ihale veren ekrem değil mi? otobüs sefer sayısı azaltıp milleti sıkış tıkış otobüslere bindiren ekrem değil tam layık gerçekten,0,2
D6120,covıd 19 hazır yemek çin yemeği  yiyeceğin ambalajı sipariş ederek yakalanabilirsiniz yanlış covıd 19 salmonel,1,2
D6121,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,2,2
D6122,lütfen konumten arabaya yemek siparişi verir gibi iğne sipariş edip istediği olmayınca kendinde yayında lafları,2,2
D6123,yemin ederim ettiğimde oluyorum,2,2
D6124,çorba içilen mekanlar ihtiyaç olduğu halde kapatılmışken inşaatlar açık yemek sektörü sipariş içi,0,2
D6125,soru yoongi son sipariş ettiği yiyecek neydi yoongi son helal yemek halal food sipariş etmiş jskfjdakikafkdlf,1,2
D6126,istanbul valiliği 50 bin aileye bedava dağıtmak kumanya hazırlıyor imamoğlu yönettiği belediye ücreti mukabili istanbullulara yemek satıyor nası gençler herşey çok güzel oluyor yemek sepetine sipariş toplayan ibb kötüsünü düşünemiyorum,0,2
D6128,yemin ederim ettiğimde oluyorum,2,2
D6129,yemin ederim ettiğimde oluyorum,2,2
D6130,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav ve,2,2
D6131,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6132,evde yemek yapmayıp sipariş veriyorsan getiren kuryeye insan gibi davran zahmet pazartesi,0,0
D6133,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6134,imamoğlu toplayacak virüs dinlemiyorlar yalana devam,0,2
D6135,arkadaşımın babasının dükkanına gelen açıklaması Pazartesi,2,2
D6136,yemin ederim ettiğimde oluyorum,2,2
D6137,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6138,çorba içilen mekanlar ihtiyaç olduğu halde kapatılmışken inşaatlar açık yemek sektörü sipariş içi,0,2
D6139,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6140,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6141,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6142,ibb alo 153 yemek sepeti siparişlerini alıyor platforpostaetmyor dağıtımı ibb platform ibb alo,2,2
D6143,yemin ederim ettiğimde oluyorum,2,2
D6144,yemin ederim ettiğimde oluyorum,2,2
D6145,internetten yemek siparişi pek tarzım değildir vatanının milletinin hizmetinde olan 'den sipariş vereceğim  allah kendilerinden razı olsun getir pazartesi,1,2
D6146,yemin ederim ettiğimde oluyorum,2,2
D6147,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6148,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6149,yemin ederim ettiğimde oluyorum,2,2
D6150,sabah sabah uzaktan eğitime girelim adam yemin ederim teknoloji körü bölüm ceng mal adam ekran paylaşırken yapmadığı kalmadı yemek sepeti gt sahibinden gt youtube gt bianchi bisiklet gt vlog gt ntv canlı gt gianluca vacchi trump it gt dürüm sipariş amk izledik,2,2
D6151, turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,1,2
D6152,yani imamoğlu toplayacak inanılır gibi değil gerçek içişleri bakanlığı biliyorsunuz şehir ulaşmamında seyrek oturma düzenine geçilmesi kararı almıştı belediyelere karara uyulması talimatı gönderiişti imamoğlu yaptı,0,2
D6153,yemin ederim ettiğimde oluyorum,2,2
D6154,yemin ederim ettiğimde oluyorum,2,2
D6155,çocuk öxölfşfşcv sipariş ettiğim yemek geldiğinde oluyorum xmdöldflllflfl,2,2
D6156,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,1,2
D6157,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,1,2
D6158,yemek sepetinde sipariş hazirlamak büyük hobilerimden birisidir almasam bile,0,2
D6159,turkey jimin live yayınından jimin yemek yemeyi çok sevdiğini aç olduğundan kimçili kızarmış pilav,1,2
D6160,yemin ederim ettiğimde oluyorum,2,2
D6161,yemin ederim ettiğimde oluyorum,2,2
D6162,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
D6163,jimin live yayınından army acı yemekler yiyorsun jimin iyi hissettiriyor 14 30 gibi uyandım yüzden,2,2
